Links,Region,DateNumber,Date
http://www.vgchartz.com/weekly/43345/France/,France,43345,2018-09-02
http://www.vgchartz.com/weekly/43345/Japan/,Japan,43345,2018-09-02
http://www.vgchartz.com/weekly/43338/Global/,Global,43338,2018-08-26
http://www.vgchartz.com/weekly/43338/USA/,USA,43338,2018-08-26
http://www.vgchartz.com/weekly/43338/Europe/,Europe,43338,2018-08-26
http://www.vgchartz.com/weekly/43338/UK/,UK,43338,2018-08-26
http://www.vgchartz.com/weekly/43338/Germany/,Germany,43338,2018-08-26
http://www.vgchartz.com/weekly/43338/France/,France,43338,2018-08-26
http://www.vgchartz.com/weekly/43338/Japan/,Japan,43338,2018-08-26
http://www.vgchartz.com/weekly/43331/Global/,Global,43331,2018-08-19
http://www.vgchartz.com/weekly/43331/USA/,USA,43331,2018-08-19
http://www.vgchartz.com/weekly/43331/Europe/,Europe,43331,2018-08-19
http://www.vgchartz.com/weekly/43331/UK/,UK,43331,2018-08-19
http://www.vgchartz.com/weekly/43331/Germany/,Germany,43331,2018-08-19
http://www.vgchartz.com/weekly/43331/France/,France,43331,2018-08-19
http://www.vgchartz.com/weekly/43331/Japan/,Japan,43331,2018-08-19
http://www.vgchartz.com/weekly/43324/Global/,Global,43324,2018-08-12
http://www.vgchartz.com/weekly/43324/USA/,USA,43324,2018-08-12
http://www.vgchartz.com/weekly/43324/Europe/,Europe,43324,2018-08-12
http://www.vgchartz.com/weekly/43324/UK/,UK,43324,2018-08-12
http://www.vgchartz.com/weekly/43324/Germany/,Germany,43324,2018-08-12
http://www.vgchartz.com/weekly/43324/France/,France,43324,2018-08-12
http://www.vgchartz.com/weekly/43324/Japan/,Japan,43324,2018-08-12
http://www.vgchartz.com/weekly/43317/Global/,Global,43317,2018-08-05
http://www.vgchartz.com/weekly/43317/USA/,USA,43317,2018-08-05
http://www.vgchartz.com/weekly/43317/Europe/,Europe,43317,2018-08-05
http://www.vgchartz.com/weekly/43317/UK/,UK,43317,2018-08-05
http://www.vgchartz.com/weekly/43317/Germany/,Germany,43317,2018-08-05
http://www.vgchartz.com/weekly/43317/France/,France,43317,2018-08-05
http://www.vgchartz.com/weekly/43317/Japan/,Japan,43317,2018-08-05
http://www.vgchartz.com/weekly/43310/Global/,Global,43310,2018-07-29
http://www.vgchartz.com/weekly/43310/USA/,USA,43310,2018-07-29
http://www.vgchartz.com/weekly/43310/Europe/,Europe,43310,2018-07-29
http://www.vgchartz.com/weekly/43310/UK/,UK,43310,2018-07-29
http://www.vgchartz.com/weekly/43310/Germany/,Germany,43310,2018-07-29
http://www.vgchartz.com/weekly/43310/France/,France,43310,2018-07-29
http://www.vgchartz.com/weekly/43310/Japan/,Japan,43310,2018-07-29
http://www.vgchartz.com/weekly/43303/Global/,Global,43303,2018-07-22
http://www.vgchartz.com/weekly/43303/USA/,USA,43303,2018-07-22
http://www.vgchartz.com/weekly/43303/Europe/,Europe,43303,2018-07-22
http://www.vgchartz.com/weekly/43303/UK/,UK,43303,2018-07-22
http://www.vgchartz.com/weekly/43303/Germany/,Germany,43303,2018-07-22
http://www.vgchartz.com/weekly/43303/France/,France,43303,2018-07-22
http://www.vgchartz.com/weekly/43303/Japan/,Japan,43303,2018-07-22
http://www.vgchartz.com/weekly/43296/Global/,Global,43296,2018-07-15
http://www.vgchartz.com/weekly/43296/USA/,USA,43296,2018-07-15
http://www.vgchartz.com/weekly/43296/Europe/,Europe,43296,2018-07-15
http://www.vgchartz.com/weekly/43296/UK/,UK,43296,2018-07-15
http://www.vgchartz.com/weekly/43296/Germany/,Germany,43296,2018-07-15
http://www.vgchartz.com/weekly/43296/France/,France,43296,2018-07-15
http://www.vgchartz.com/weekly/43296/Japan/,Japan,43296,2018-07-15
http://www.vgchartz.com/weekly/43289/Global/,Global,43289,2018-07-08
http://www.vgchartz.com/weekly/43289/USA/,USA,43289,2018-07-08
http://www.vgchartz.com/weekly/43289/Europe/,Europe,43289,2018-07-08
http://www.vgchartz.com/weekly/43289/UK/,UK,43289,2018-07-08
http://www.vgchartz.com/weekly/43289/Germany/,Germany,43289,2018-07-08
http://www.vgchartz.com/weekly/43289/France/,France,43289,2018-07-08
http://www.vgchartz.com/weekly/43289/Japan/,Japan,43289,2018-07-08
http://www.vgchartz.com/weekly/43282/Global/,Global,43282,2018-07-01
http://www.vgchartz.com/weekly/43282/USA/,USA,43282,2018-07-01
http://www.vgchartz.com/weekly/43282/Europe/,Europe,43282,2018-07-01
http://www.vgchartz.com/weekly/43282/UK/,UK,43282,2018-07-01
http://www.vgchartz.com/weekly/43282/Germany/,Germany,43282,2018-07-01
http://www.vgchartz.com/weekly/43282/France/,France,43282,2018-07-01
http://www.vgchartz.com/weekly/43282/Japan/,Japan,43282,2018-07-01
http://www.vgchartz.com/weekly/43275/Global/,Global,43275,2018-06-24
http://www.vgchartz.com/weekly/43275/USA/,USA,43275,2018-06-24
http://www.vgchartz.com/weekly/43275/Europe/,Europe,43275,2018-06-24
http://www.vgchartz.com/weekly/43275/UK/,UK,43275,2018-06-24
http://www.vgchartz.com/weekly/43275/Germany/,Germany,43275,2018-06-24
http://www.vgchartz.com/weekly/43275/France/,France,43275,2018-06-24
http://www.vgchartz.com/weekly/43275/Japan/,Japan,43275,2018-06-24
http://www.vgchartz.com/weekly/43268/Global/,Global,43268,2018-06-17
http://www.vgchartz.com/weekly/43268/USA/,USA,43268,2018-06-17
http://www.vgchartz.com/weekly/43268/Europe/,Europe,43268,2018-06-17
http://www.vgchartz.com/weekly/43268/UK/,UK,43268,2018-06-17
http://www.vgchartz.com/weekly/43268/Germany/,Germany,43268,2018-06-17
http://www.vgchartz.com/weekly/43268/France/,France,43268,2018-06-17
http://www.vgchartz.com/weekly/43268/Japan/,Japan,43268,2018-06-17
http://www.vgchartz.com/weekly/43261/Global/,Global,43261,2018-06-10
http://www.vgchartz.com/weekly/43261/USA/,USA,43261,2018-06-10
http://www.vgchartz.com/weekly/43261/Europe/,Europe,43261,2018-06-10
http://www.vgchartz.com/weekly/43261/UK/,UK,43261,2018-06-10
http://www.vgchartz.com/weekly/43261/Germany/,Germany,43261,2018-06-10
http://www.vgchartz.com/weekly/43261/France/,France,43261,2018-06-10
http://www.vgchartz.com/weekly/43261/Japan/,Japan,43261,2018-06-10
http://www.vgchartz.com/weekly/43254/Global/,Global,43254,2018-06-03
http://www.vgchartz.com/weekly/43254/USA/,USA,43254,2018-06-03
http://www.vgchartz.com/weekly/43254/Europe/,Europe,43254,2018-06-03
http://www.vgchartz.com/weekly/43254/UK/,UK,43254,2018-06-03
http://www.vgchartz.com/weekly/43254/Germany/,Germany,43254,2018-06-03
http://www.vgchartz.com/weekly/43254/France/,France,43254,2018-06-03
http://www.vgchartz.com/weekly/43254/Japan/,Japan,43254,2018-06-03
http://www.vgchartz.com/weekly/43247/Global/,Global,43247,2018-05-27
http://www.vgchartz.com/weekly/43247/USA/,USA,43247,2018-05-27
http://www.vgchartz.com/weekly/43247/Europe/,Europe,43247,2018-05-27
http://www.vgchartz.com/weekly/43247/UK/,UK,43247,2018-05-27
http://www.vgchartz.com/weekly/43247/Germany/,Germany,43247,2018-05-27
http://www.vgchartz.com/weekly/43247/France/,France,43247,2018-05-27
http://www.vgchartz.com/weekly/43247/Japan/,Japan,43247,2018-05-27
http://www.vgchartz.com/weekly/43240/Global/,Global,43240,2018-05-20
http://www.vgchartz.com/weekly/43240/USA/,USA,43240,2018-05-20
http://www.vgchartz.com/weekly/43240/Europe/,Europe,43240,2018-05-20
http://www.vgchartz.com/weekly/43240/UK/,UK,43240,2018-05-20
http://www.vgchartz.com/weekly/43240/Germany/,Germany,43240,2018-05-20
http://www.vgchartz.com/weekly/43240/France/,France,43240,2018-05-20
http://www.vgchartz.com/weekly/43240/Japan/,Japan,43240,2018-05-20
http://www.vgchartz.com/weekly/43233/Global/,Global,43233,2018-05-13
http://www.vgchartz.com/weekly/43233/USA/,USA,43233,2018-05-13
http://www.vgchartz.com/weekly/43233/Europe/,Europe,43233,2018-05-13
http://www.vgchartz.com/weekly/43233/UK/,UK,43233,2018-05-13
http://www.vgchartz.com/weekly/43233/Germany/,Germany,43233,2018-05-13
http://www.vgchartz.com/weekly/43233/France/,France,43233,2018-05-13
http://www.vgchartz.com/weekly/43233/Japan/,Japan,43233,2018-05-13
http://www.vgchartz.com/weekly/43226/Global/,Global,43226,2018-05-06
http://www.vgchartz.com/weekly/43226/USA/,USA,43226,2018-05-06
http://www.vgchartz.com/weekly/43226/Europe/,Europe,43226,2018-05-06
http://www.vgchartz.com/weekly/43226/UK/,UK,43226,2018-05-06
http://www.vgchartz.com/weekly/43226/Germany/,Germany,43226,2018-05-06
http://www.vgchartz.com/weekly/43226/France/,France,43226,2018-05-06
http://www.vgchartz.com/weekly/43226/Japan/,Japan,43226,2018-05-06
http://www.vgchartz.com/weekly/43219/Global/,Global,43219,2018-04-29
http://www.vgchartz.com/weekly/43219/USA/,USA,43219,2018-04-29
http://www.vgchartz.com/weekly/43219/Europe/,Europe,43219,2018-04-29
http://www.vgchartz.com/weekly/43219/UK/,UK,43219,2018-04-29
http://www.vgchartz.com/weekly/43219/Germany/,Germany,43219,2018-04-29
http://www.vgchartz.com/weekly/43219/France/,France,43219,2018-04-29
http://www.vgchartz.com/weekly/43219/Japan/,Japan,43219,2018-04-29
http://www.vgchartz.com/weekly/43212/Global/,Global,43212,2018-04-22
http://www.vgchartz.com/weekly/43212/USA/,USA,43212,2018-04-22
http://www.vgchartz.com/weekly/43212/Europe/,Europe,43212,2018-04-22
http://www.vgchartz.com/weekly/43212/UK/,UK,43212,2018-04-22
http://www.vgchartz.com/weekly/43212/Germany/,Germany,43212,2018-04-22
http://www.vgchartz.com/weekly/43212/France/,France,43212,2018-04-22
http://www.vgchartz.com/weekly/43212/Japan/,Japan,43212,2018-04-22
http://www.vgchartz.com/weekly/43205/Global/,Global,43205,2018-04-15
http://www.vgchartz.com/weekly/43205/USA/,USA,43205,2018-04-15
http://www.vgchartz.com/weekly/43205/Europe/,Europe,43205,2018-04-15
http://www.vgchartz.com/weekly/43205/UK/,UK,43205,2018-04-15
http://www.vgchartz.com/weekly/43205/Germany/,Germany,43205,2018-04-15
http://www.vgchartz.com/weekly/43205/France/,France,43205,2018-04-15
http://www.vgchartz.com/weekly/43205/Japan/,Japan,43205,2018-04-15
http://www.vgchartz.com/weekly/43198/Global/,Global,43198,2018-04-08
http://www.vgchartz.com/weekly/43198/USA/,USA,43198,2018-04-08
http://www.vgchartz.com/weekly/43198/Europe/,Europe,43198,2018-04-08
http://www.vgchartz.com/weekly/43198/UK/,UK,43198,2018-04-08
http://www.vgchartz.com/weekly/43198/Germany/,Germany,43198,2018-04-08
http://www.vgchartz.com/weekly/43198/France/,France,43198,2018-04-08
http://www.vgchartz.com/weekly/43198/Japan/,Japan,43198,2018-04-08
http://www.vgchartz.com/weekly/43191/Global/,Global,43191,2018-04-01
http://www.vgchartz.com/weekly/43191/USA/,USA,43191,2018-04-01
http://www.vgchartz.com/weekly/43191/Europe/,Europe,43191,2018-04-01
http://www.vgchartz.com/weekly/43191/UK/,UK,43191,2018-04-01
http://www.vgchartz.com/weekly/43191/Germany/,Germany,43191,2018-04-01
http://www.vgchartz.com/weekly/43191/France/,France,43191,2018-04-01
http://www.vgchartz.com/weekly/43191/Japan/,Japan,43191,2018-04-01
http://www.vgchartz.com/weekly/43184/Global/,Global,43184,2018-03-25
http://www.vgchartz.com/weekly/43184/USA/,USA,43184,2018-03-25
http://www.vgchartz.com/weekly/43184/Europe/,Europe,43184,2018-03-25
http://www.vgchartz.com/weekly/43184/UK/,UK,43184,2018-03-25
http://www.vgchartz.com/weekly/43184/Germany/,Germany,43184,2018-03-25
http://www.vgchartz.com/weekly/43184/France/,France,43184,2018-03-25
http://www.vgchartz.com/weekly/43184/Japan/,Japan,43184,2018-03-25
http://www.vgchartz.com/weekly/43177/Global/,Global,43177,2018-03-18
http://www.vgchartz.com/weekly/43177/USA/,USA,43177,2018-03-18
http://www.vgchartz.com/weekly/43177/Europe/,Europe,43177,2018-03-18
http://www.vgchartz.com/weekly/43177/UK/,UK,43177,2018-03-18
http://www.vgchartz.com/weekly/43177/Germany/,Germany,43177,2018-03-18
http://www.vgchartz.com/weekly/43177/France/,France,43177,2018-03-18
http://www.vgchartz.com/weekly/43177/Japan/,Japan,43177,2018-03-18
http://www.vgchartz.com/weekly/43170/Global/,Global,43170,2018-03-11
http://www.vgchartz.com/weekly/43170/USA/,USA,43170,2018-03-11
http://www.vgchartz.com/weekly/43170/Europe/,Europe,43170,2018-03-11
http://www.vgchartz.com/weekly/43170/UK/,UK,43170,2018-03-11
http://www.vgchartz.com/weekly/43170/Germany/,Germany,43170,2018-03-11
http://www.vgchartz.com/weekly/43170/France/,France,43170,2018-03-11
http://www.vgchartz.com/weekly/43170/Japan/,Japan,43170,2018-03-11
http://www.vgchartz.com/weekly/43163/Global/,Global,43163,2018-03-04
http://www.vgchartz.com/weekly/43163/USA/,USA,43163,2018-03-04
http://www.vgchartz.com/weekly/43163/Europe/,Europe,43163,2018-03-04
http://www.vgchartz.com/weekly/43163/UK/,UK,43163,2018-03-04
http://www.vgchartz.com/weekly/43163/Germany/,Germany,43163,2018-03-04
http://www.vgchartz.com/weekly/43163/France/,France,43163,2018-03-04
http://www.vgchartz.com/weekly/43163/Japan/,Japan,43163,2018-03-04
http://www.vgchartz.com/weekly/43156/Global/,Global,43156,2018-02-25
http://www.vgchartz.com/weekly/43156/USA/,USA,43156,2018-02-25
http://www.vgchartz.com/weekly/43156/Europe/,Europe,43156,2018-02-25
http://www.vgchartz.com/weekly/43156/UK/,UK,43156,2018-02-25
http://www.vgchartz.com/weekly/43156/Germany/,Germany,43156,2018-02-25
http://www.vgchartz.com/weekly/43156/France/,France,43156,2018-02-25
http://www.vgchartz.com/weekly/43156/Japan/,Japan,43156,2018-02-25
http://www.vgchartz.com/weekly/43149/Global/,Global,43149,2018-02-18
http://www.vgchartz.com/weekly/43149/USA/,USA,43149,2018-02-18
http://www.vgchartz.com/weekly/43149/Europe/,Europe,43149,2018-02-18
http://www.vgchartz.com/weekly/43149/UK/,UK,43149,2018-02-18
http://www.vgchartz.com/weekly/43149/Germany/,Germany,43149,2018-02-18
http://www.vgchartz.com/weekly/43149/France/,France,43149,2018-02-18
http://www.vgchartz.com/weekly/43149/Japan/,Japan,43149,2018-02-18
http://www.vgchartz.com/weekly/43142/Global/,Global,43142,2018-02-11
http://www.vgchartz.com/weekly/43142/USA/,USA,43142,2018-02-11
http://www.vgchartz.com/weekly/43142/Europe/,Europe,43142,2018-02-11
http://www.vgchartz.com/weekly/43142/UK/,UK,43142,2018-02-11
http://www.vgchartz.com/weekly/43142/Germany/,Germany,43142,2018-02-11
http://www.vgchartz.com/weekly/43142/France/,France,43142,2018-02-11
http://www.vgchartz.com/weekly/43142/Japan/,Japan,43142,2018-02-11
http://www.vgchartz.com/weekly/43135/Global/,Global,43135,2018-02-04
http://www.vgchartz.com/weekly/43135/USA/,USA,43135,2018-02-04
http://www.vgchartz.com/weekly/43135/Europe/,Europe,43135,2018-02-04
http://www.vgchartz.com/weekly/43135/UK/,UK,43135,2018-02-04
http://www.vgchartz.com/weekly/43135/Germany/,Germany,43135,2018-02-04
http://www.vgchartz.com/weekly/43135/France/,France,43135,2018-02-04
http://www.vgchartz.com/weekly/43135/Japan/,Japan,43135,2018-02-04
http://www.vgchartz.com/weekly/43128/Global/,Global,43128,2018-01-28
http://www.vgchartz.com/weekly/43128/USA/,USA,43128,2018-01-28
http://www.vgchartz.com/weekly/43128/Europe/,Europe,43128,2018-01-28
http://www.vgchartz.com/weekly/43128/UK/,UK,43128,2018-01-28
http://www.vgchartz.com/weekly/43128/Germany/,Germany,43128,2018-01-28
http://www.vgchartz.com/weekly/43128/France/,France,43128,2018-01-28
http://www.vgchartz.com/weekly/43128/Japan/,Japan,43128,2018-01-28
http://www.vgchartz.com/weekly/43121/Global/,Global,43121,2018-01-21
http://www.vgchartz.com/weekly/43121/USA/,USA,43121,2018-01-21
http://www.vgchartz.com/weekly/43121/Europe/,Europe,43121,2018-01-21
http://www.vgchartz.com/weekly/43121/UK/,UK,43121,2018-01-21
http://www.vgchartz.com/weekly/43121/Germany/,Germany,43121,2018-01-21
http://www.vgchartz.com/weekly/43121/France/,France,43121,2018-01-21
http://www.vgchartz.com/weekly/43121/Japan/,Japan,43121,2018-01-21
http://www.vgchartz.com/weekly/43114/Global/,Global,43114,2018-01-14
http://www.vgchartz.com/weekly/43114/USA/,USA,43114,2018-01-14
http://www.vgchartz.com/weekly/43114/Europe/,Europe,43114,2018-01-14
http://www.vgchartz.com/weekly/43114/UK/,UK,43114,2018-01-14
http://www.vgchartz.com/weekly/43114/Germany/,Germany,43114,2018-01-14
http://www.vgchartz.com/weekly/43114/France/,France,43114,2018-01-14
http://www.vgchartz.com/weekly/43114/Japan/,Japan,43114,2018-01-14
http://www.vgchartz.com/weekly/43107/Global/,Global,43107,2018-01-07
http://www.vgchartz.com/weekly/43107/USA/,USA,43107,2018-01-07
http://www.vgchartz.com/weekly/43107/Europe/,Europe,43107,2018-01-07
http://www.vgchartz.com/weekly/43107/UK/,UK,43107,2018-01-07
http://www.vgchartz.com/weekly/43107/Germany/,Germany,43107,2018-01-07
http://www.vgchartz.com/weekly/43107/France/,France,43107,2018-01-07
http://www.vgchartz.com/weekly/43107/Japan/,Japan,43107,2018-01-07
http://www.vgchartz.com/weekly/43100/Global/,Global,43100,2017-12-31
http://www.vgchartz.com/weekly/43100/USA/,USA,43100,2017-12-31
http://www.vgchartz.com/weekly/43100/Europe/,Europe,43100,2017-12-31
http://www.vgchartz.com/weekly/43100/UK/,UK,43100,2017-12-31
http://www.vgchartz.com/weekly/43100/Germany/,Germany,43100,2017-12-31
http://www.vgchartz.com/weekly/43100/France/,France,43100,2017-12-31
http://www.vgchartz.com/weekly/43100/Japan/,Japan,43100,2017-12-31
http://www.vgchartz.com/weekly/43093/Global/,Global,43093,2017-12-24
http://www.vgchartz.com/weekly/43093/USA/,USA,43093,2017-12-24
http://www.vgchartz.com/weekly/43093/Europe/,Europe,43093,2017-12-24
http://www.vgchartz.com/weekly/43093/UK/,UK,43093,2017-12-24
http://www.vgchartz.com/weekly/43093/Germany/,Germany,43093,2017-12-24
http://www.vgchartz.com/weekly/43093/France/,France,43093,2017-12-24
http://www.vgchartz.com/weekly/43093/Japan/,Japan,43093,2017-12-24
http://www.vgchartz.com/weekly/43086/Global/,Global,43086,2017-12-17
http://www.vgchartz.com/weekly/43086/USA/,USA,43086,2017-12-17
http://www.vgchartz.com/weekly/43086/Europe/,Europe,43086,2017-12-17
http://www.vgchartz.com/weekly/43086/UK/,UK,43086,2017-12-17
